Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.055379587538823584,0.06352371799413327,0.055379587538823584,0.06080859154462814,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06080855965371842,0.06406658479514019,0.06080855965371842,0.06298016011714935,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06298018610410067,0.06460951157024324,0.06298018610410067,0.06406661123037338,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06406658341966102,0.06460948352386296,0.061894358556591374,0.062437258660793304,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06243726728228596,0.0629801674614529,0.06080856674478517,0.0613514669239521,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06135148594919052,0.06135148594919052,0.05917988455910416,0.05972278490662575,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05972275850847621,0.06080855872358314,0.057008257970708874,0.05809405818581581,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.0580940770191533,0.0580940770191533,0.05592247588493484,0.056465376168489456,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056465371159825785,0.057551171630620956,0.0559224709244282,0.057551171630620956,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.0575511607016262,0.05972276123082848,0.057008260569325626,0.05917986109852791,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05917987101527236,0.060265671461820595,0.05917987101527236,0.0602656714618206,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.06026568525414734,0.06026568525414734,0.05863698421158257,0.05972278490662575,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05972276123082848,0.05972276123082848,0.05917986109852791,0.05917986109852791,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05917988455910416,0.06080858560166893,0.05917988455910416,0.05972278490662575,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.060265671461820595,0.06189437213164296,0.060265671461820595,0.0602656714618206,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.060265671461820595,0.060808571685094716,0.060265671461820595,0.0602656714618206,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.06026566136312905,0.060808561495429625,0.05809406083392677,0.05917986109852791,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05917988455910416,0.06080858560166893,0.05917988455910416,0.05972278490662575,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05972279074346723,0.0613514919452086,0.05972279074346723,0.06080859154462814,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.06080856674478517,0.06189436710311903,0.05972276638645131,0.0613514669239521,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.061894358556591374,0.0635236833154591,0.061894358556591374,0.062437258660793304,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06243726000129162,0.06352368467928245,0.06243726000129162,0.06298016011714935,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06298016011714935,0.06298016011714935,0.06080855965371842,0.06298016011714935,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.0629801594539316,0.06569528445090377,0.06243725934379091,0.06515238434076309,31910400,0.0,0.0
